"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations"
"家人","jiārén","","3","household","(one's) family"
"緊張","jǐnzhāng","","3","nervous","keyed up, intense, tense, strained, in short supply, scarce, CL:陣|阵[zhen4]"
"可愛","kěài","","3","adorable","cute, lovely"
"胖","pàng","","3","healthy","at ease, fat, plump"
"矮","ǎi","","3","low","short (in length)"
"瘦","shòu","","3","thin","to lose weight, (of clothing) tight, (of meat) lean, (of land) unproductive"
"千","qiān","","3","thousand","see 鞦韆|秋千[qiu1 qian1]"
"萬","wàn","","3","ten thousand","a great number, surname Wan"
"辦公室","bàngōngshì","","3","office","business premises, bureau, CL:間|间[jian1]"
"工廠","gōngchǎng","","3","factory","CL:家[jia1],座[zuo4]"
"工人","gōngrén","","3","worker","CL:個|个[ge4],名[ming2]"
"護士","hùshì","","3","nurse","CL:個|个[ge4]"
"司機","sījī","","3","chauffeur","driver, CL:個|个[ge4]"
"老闆","lǎobǎn","","3","Robam (brand)","boss, business proprietor, CL:個|个[ge4]"
"同事","tóngshì","","3","colleague","co-worker, CL:個|个[ge4],位[wei4]"
"上班","shàngbān","","3","to go to work","to be on duty, to start work, to go to the office"
"小學","xiǎoxué","","3","elementary school","primary school, CL:個|个[ge4]"
"上學","shàngxué","","3","to go to school","to attend school"
"作業","zuòyè","","3","school assignment","homework, work, task, operation, to operate, CL:個|个[ge4]"
"功課","gōngkè","","3","homework","assignment, task, classwork, lesson, study, CL:門|门[men2]"
"請假","qǐngjià","","3","to request leave of absence",""
"教室","jiàoshì","","3","classroom","CL:間|间[jian1]"
"洗手間","xǐshǒujiān","","3","toilet","lavatory, washroom"
"語言","yǔyán","","3","language","CL:門|门[men2],種|种[zhong3]"
"科學","kēxué","","3","science","scientific knowledge, scientific, rational, CL:門|门[men2],個|个[ge4],種|种[zhong3]"
"華語","huáyǔ","","3","Chinese language",""
"黑板","hēibǎn","","3","blackboard","CL:塊|块[kuai4],個|个[ge4]"
"課本","kèběn","","3","textbook","CL:本[ben3]"
"句子","jùzi","","3","sentence","CL:個|个[ge4]"
"注意","zhùyì","","3","to take note of","to pay attention to"
"讀書","dúshū","","3","to read a book","to study, to attend school"
"回答","huídá","","3","to reply","to answer, the answer, CL:個|个[ge4]"
"休息","xiūxí","","3","rest","to rest"
"決定","juédìng","","3","to decide (to do something)","to resolve, decision, certainly, CL:個|个[ge4],項|项[xiang4]"
"圖片","túpiàn","","3","image","picture, photograph, CL:張|张[zhang1]"
"記得","jìde","","3","to remember",""
"房間","fángjiān","","3","room","CL:間|间[jian1],個|个[ge4]"
"廚房","chúfáng","","3","kitchen","CL:間|间[jian1]"
"窗","chuānghu","","3","shutter","window, old variant of 窗[chuang1], variant of 窗[chuang1], variant of 窗[chuang1], CL:扇[shan4], variant of 窗[chuang1]"
"樓","lóu","","3","house with more than 1 story","storied building, floor, surname Lou, CL:層|层[ceng2],座[zuo4],棟|栋[dong4]"
"樓上","lóushàng","","3","upstairs",""
"樓下","lóuxià","","3","downstairs",""
"電梯","diàntī","","3","elevator","escalator, CL:臺|台[tai2],部[bu4]"
"家具","jiājù","","3","furniture","CL:件[jian4],套[tao4]"
"椅子","yǐzi","","3","chair","CL:把[ba3],套[tao4]"
"桌","zhuō","","3","table","desk, classifier for tables of guests at a banquet etc, old variant of 桌[zhuo1]"
"沙發","shāfā","","3","sofa (loanword)","(Internet slang) the first reply or replier to a forum post, CL:條|条[tiao2],張|张[zhang1]"
"冷氣","lěngqì","","3","air conditioning (Tw)",""
"安靜","ānjìng","","3","quiet","peaceful, calm"
"不錯","bùcuò","","3","correct","right, not bad, pretty good"
"海邊","hǎibiān","","3","coast","seaside, seashore, beach"
"湖","hú","","3","lake","CL:個|个[ge4],片[pian4]"
"馬","mǎ","","3","horse","horse or cavalry piece in Chinese chess, knight in Western chess, surname Ma, abbr. for Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4], CL:匹[pi3]"
"鳥","niǎo","","3","penis","bird, (dialect) to pay attention to, (intensifier) damned, goddam, variant of 屌[diao3], CL:隻|只[zhi1],群[qun2]"
"貓","māo","","3","cat","(dialect) to hide oneself, (coll.) modem, CL:隻|只[zhi1]"
"雞","jī","","3","fowl","chicken, (slang) prostitute, CL:隻|只[zhi1]"
"太陽","tàiyáng","","3","sun","CL:個|个[ge4], abbr. for 太陽穴|太阳穴[tai4 yang2 xue2]"
"下雨","xiàyǔ","","3","to rain",""
"下雪","xiàxuě","","3","to snow",""
"新年","xīnnián","","3","New Year","CL:個|个[ge4]"
"游泳","yóuyǒng","","3","swimming","to swim"
"踢","tī","","3","to kick","to play (e.g. soccer), (slang) butch (in a lesbian relationship)"
"足球","zúqiú","","3","soccer ball","a football, soccer, football, CL:個|个[ge4]"
"籃球","lánqiú","","3","basketball","CL:個|个[ge4],隻|只[zhi1]"
"網球","wǎngqiú","","3","tennis","tennis ball, CL:個|个[ge4]"
"棒球","bàngqiú","","3","baseball","CL:個|个[ge4],隻|只[zhi1]"
"比賽","bǐsài","","3","competition (sports etc)","match, to compete, CL:場|场[chang3],次[ci4]"
"騎","qí","","3","(Taiwan) saddle horse","mounted soldier, to ride (an animal or bike), to sit astride, classifier for saddle-horses"
"腳踏車","jiǎotàchē","","3","bicycle","bike (Tw), CL:輛|辆[liang4]"
"跑步","pǎobù","","3","to run","to jog, (military) to march at the double"
"電影院","diànyǐngyuàn","","3","cinema","movie theater, CL:家[jia1],座[zuo4]"
"表演","biǎoyǎn","","3","play","show, performance, exhibition, to perform, to act, to demonstrate, CL:場|场[chang3]"
"上網","shàngwǎng","","3","to go online","to connect to the Internet, (of a document etc) to be uploaded to the Internet, (tennis, volleyball etc) to move in close to the net"
"輸","shū","","3","to lose","to transport, to donate, to enter (a password)"
"贏","yíng","","3","to beat","to win, to profit"
"有時候","yǒushíhou","","3","sometimes",""
"久","jiǔ","","3","(long) time","(long) duration of time"
"報紙","bàozhǐ","","3","newspaper","newsprint, CL:份[fen4],期[qi1],張|张[zhang1]"
"不客氣","bùkèqì","","3","you're welcome","don't mention it, impolite, rude, blunt"
"禮物","lǐwù","","3","gift","present, CL:件[jian4],個|个[ge4],份[fen4]"
"歡迎","huānyíng","","3","to welcome","welcome"
"晚會","wǎnhuì","","3","evening party","CL:個|个[ge4]"
"信封","xìnfēng","","3","envelope","CL:個|个[ge4]"
"寄","jì","","3","to send","to mail, to entrust, to depend on, to attach oneself to, to live (in a house), to lodge, foster (son etc)"
"接","jiē","","3","to receive","to answer (the phone), to meet or welcome sb, to connect, to catch, to join, to extend, to take one's turn on duty, to take over for sb"
"郵局","yóujú","","3","post office","CL:家[jia1],個|个[ge4]"
"銀行","yínháng","","3","bank","CL:家[jia1],個|个[ge4]"
"警察","jǐngchá","","3","police","police officer, CL:個|个[ge4]"
"壞","huài","","3","bad","spoiled, broken, to break down, (suffix) to the utmost"
"幫忙","bāngmáng","","3","to help","to lend a hand, to do a favor, to do a good turn"
"計程車","jìchéngchē","","3","taxi","cab (Tw)"
"車站","chēzhàn","","3","rail station","bus stop, CL:處|处[chu4],個|个[ge4]"
"火車","huǒchē","","3","train","CL:列[lie4],節|节[jie2],班[ban1],趟[tang4]"
"飛機","fēijī","","3","airplane","CL:架[jia4]"
"飛機場","fēijīchǎng","","3","airport","(slang) flat chest, CL:處|处[chu4]"
"馬路","mǎlù","","3","street","road, CL:條|条[tiao2]"
"十字路口","shízìlùkǒu","","3","crossroads","intersection"
"對面","duìmiàn","","3","(sitting) opposite","across (the street), directly in front, to be face to face"
"裡面","lǐmiàn","","3","inside","interior, also pr. [li3 mian5]"
"旅行","lǚxíng","","3","to travel","journey, trip, CL:趟[tang4],次[ci4],個|个[ge4]"
"飯店","fàndiàn","","3","restaurant","hotel, CL:家[jia1],個|个[ge4]"
"旅館","lǚguǎn","","3","hotel","CL:家[jia1]"
"參觀","cānguān","","3","to look around","to tour, to visit"
"地圖","dìtú","","3","map","CL:張|张[zhang1],本[ben3]"
"照相機","zhàoxiàngjī","","3","camera","CL:個|个[ge4],架[jia4],部[bu4],台[tai2],隻|只[zhi1]"
"照相","zhàoxiàng","","3","to take a photograph",""
"風景","fēngjǐng","","3","scenery","landscape, CL:個|个[ge4]"
"頭","tóu","","3","head","hair style, the top, end, beginning or end, a stub, remnant, chief, boss, side, aspect, first, leading, classifier for pigs or livestock, suffix for nouns, CL:個|个[ge4]"
"頭髮","tóufǎ","","3","hair (on the head)",""
"耳朵","ěrduo","","3","ear","handle (on a cup), CL:隻|只[zhi1],個|个[ge4],對|对[dui4]"
"手指","shǒuzhǐ","","3","finger","CL:個|个[ge4],隻|只[zhi1]"
"肚子","dùzi","","3","belly","abdomen, stomach, CL:個|个[ge4]"
"健康","jiànkāng","","3","health","healthy"
"感冒","gǎnmào","","3","to catch cold","(common) cold, (coll.) to be interested in (often used in the negative), (Tw) to detest, can't stand, CL:場|场[chang2],次[ci4]"
"生病","shēngbìng","","3","to fall ill",""
"受傷","shòushāng","","3","to sustain injuries","wounded (in an accident etc), harmed"
"餓","è","","3","to be hungry","hungry, to starve (sb)"
"渴","kě","","3","thirsty",""
"舒服","shūfu","","3","comfortable","feeling well"
"眼鏡","yǎnjìng","","3","spectacles","eyeglasses, CL:副[fu4]"
"痛","tòng","","3","ache","pain, sorrow, deeply, thoroughly"
"希望","xīwàng","","3","to wish for","to desire, hope, CL:個|个[ge4]"
"商店","shāngdiàn","","3","store","shop, CL:家[jia1],個|个[ge4]"
"重要","zhòngyào","","3","important","significant, major"
"公斤","gōngjīn","","3","kilogram (kg)",""
"顏色","yánsè","","3","color","countenance, appearance, facial expression, pigment, dyestuff"
"黃色","huángsè","","3","yellow (color)","pornographic"
"白色","báisè","","3","white","fig. reactionary, anti-communist"
"襪子","wàzi","","3","socks","stockings, CL:隻|只[zhi1],對|对[dui4],雙|双[shuang1]"
"裙子","qúnzi","","3","skirt","CL:條|条[tiao2]"
"短","duǎn","","3","short","brief, to lack, weak point, fault"
"小心","xiǎoxīn","","3","to be careful","to take care"
"牛奶","niúnǎi","","3","cow's milk","CL:瓶[ping2],杯[bei1]"
"蛋","dàn","","3","egg","oval-shaped thing, variant of 蜑[Dan4], CL:個|个[ge4],打[da2]"
"餃子","jiǎozi","","3","dumpling","pot-sticker, CL:個|个[ge4],隻|只[zhi1]"
"麵","miàn","","3","flour","noodles, (of food) soft (not crunchy), (slang) (of a person) ineffectual, spineless"
"湯","tāng","","3","rushing current","soup, hot or boiling water, decoction of medicinal herbs, water in which sth has been boiled, surname Tang"
"包子","bāozi","","3","steamed stuffed bun","CL:個|个[ge4]"
"蛋糕","dàngāo","","3","cake","CL:塊|块[kuai4],個|个[ge4]"
"麵包","miànbāo","","3","bread","CL:片[pian4],袋[dai4],塊|块[kuai4]"
"水果","shuǐguǒ","","3","fruit","CL:個|个[ge4]"
"香蕉","xiāngjiāo","","3","banana","CL:枝[zhi1],根[gen1],個|个[ge4],把[ba3]"
"食物","shíwù","","3","food","CL:種|种[zhong3]"
"飲料","yǐnliào","","3","drink","beverage"
"果汁","guǒzhī","","3","fruit juice",""
"杯子","bēizi","","3","cup","glass, CL:個|个[ge4],隻|只[zhi1]"
"甜","tián","","3","sweet",""
"菜單","càidān","","3","menu","CL:份[fen4],張|张[zhang1]"
"巧克力","qiǎokèlì","","3","chocolate (loanword)","CL:塊|块[kuai4]"
"碗","wǎn","","3","bowl","cup, variant of 碗[wan3], variant of 碗[wan3], variant of 碗[wan3], CL:隻|只[zhi1],個|个[ge4]"
"盤子","pánzi","","3","tray","plate, dish, CL:個|个[ge4]"
"一半","yībàn","","3","half",""
"一定","yīdìng","","3","surely","certainly, necessarily, fixed, a certain (extent etc), given, particular, must"
"出生","chūshēng","","4","to be born",""
"不同","bùtóng","","4","different","distinct, not the same, not alike"
"地址","dìzhǐ","","4","address","CL:個|个[ge4]"
"傳真","chuánzhēn","","4","fax","facsimile"
"留言","liú​yán","","4","to leave a message","to leave one's comments, message"
"日期","rìqí","","4","date","CL:個|个[ge4]"
"時間","shíjiān","","4","time","period, CL:段[duan4]"
"鐘頭","zhōngtóu","","4","hour","CL:個|个[ge4]"
"夜","yè","","4","night","variant of 夜[ye4]"
"禮拜","lǐbài","","4","week","religious service, worship, CL:個|个[ge4]"
"禮拜天","lǐbàitiān","","4","Sunday",""
"前天","qiántiān","","4","the day before yesterday",""
"後天","hòutiān","","4","the day after tomorrow","acquired (not innate), a posteriori"
"從前","cóngqián","","4","previously","formerly, once upon a time"
"一會兒","yīhuǐér","","4","a moment","a while, in a moment, now...now..., also pr. [yi1 hui3 r5]"
"不久","bùjiǔ","","4","not long (after)","before too long, soon, soon after"
